group,cat,file,author_surname,author_name,title,publ_in,url,publ_part,publ_place,publisher,year,pages,length,alt_orth,errors,comments,author_surname_1,author_name_1,author_surname_2,author_name_2,author_surname_3,author_name_3,author_surname_4,author_name_4,author_surname_5,author_name_5,author_surname_6,author_name_6,author_surname_7,author_name_7,author_surname_8,author_name_8,author_surname_9,author_name_9,author_surname_10,author_name_10
so-so,H,H_Mezhzherina_Khimichnyi_sklad_klityna_ta_biolohichni_molekuly_2017_June22.txt,Межжеріна,Ярослава,Хімічний склад клітини та біологічні молекули,Біологія,,,Тернопіль,Підручники і посібники,2017,9-13,1213,0,,,Межжерін,Сергій,,,,,,,,,,,,,,,,,,
so-so,H,H_Mystetstvo_10_(11)_Haidamaka_Olga_2018_1_June22.txt,Гайдамака,Ольга,Строката Африка,Мистецтво 10 (11),,,Київ,Генеза,2018,6-11,893,0,Грунтом - Ґрунтом; незважаючи на - попри; будьякої - будь-якої; Незважаючи на - Попри; відображають - зображають,,,,,,,,,,,,,,,,,,,,,
so-so,H,H_Mystetstvo_10_(11)_Haidamaka_Olga_2018_2_June22.txt,Гайдамака,Ольга,Величні цивілізації. Доколумбова Америка,Мистецтво 10 (11),,,Київ,Генеза,2018,24-28,967,0,майя - мая; майя - мая; обширним - широким; майя - мая; майя - мая; незважаючи на - попри; ступінчастими - східчастими; переплавлено - перетоплено; безцінний - неоціннений;,,,,,,,,,,,,,,,,,,,,,
so-so,H,H_Nazarenko_1_Hudozhnia kultura_2011_June22.txt,,,Художня культура,,,,Харків,Видавництво «Оберіг»,2011,112-114,510,0,композиційні прийоми - композиційні способи;в XVIII—XIX ст. - у XVIII—XIX ст.;зарубіжного - закордонного;прийом споруджувати - спосіб споруджувати,,Назаренко,Н. В.,"Ковальова ",І. О.,,,,,,,,,,,,,,,,
so-so,H,H_Nazarenko_2_Hudozhnia kultura_2011_June22.txt,,,Художня культура,,,,Харків,Видавництво «Оберіг»,2011,125-128,502,0,"існуючі мелодії, і - мелодії, що існують, і;",,Назаренко,Н. В.,"Ковальова ",І. О.,,,,,,,,,,,,,,,,
so-so,H,H_Ostapchenko_Biolohiya_i_ekolohiya_2019.txt,,,Систематика — наука про різноманітність організмів,Біологія і екологія (рівень стандарту). Підручник для 10 класу закладів загальної середньої освіти,,,Київ,Генеза,2019,20-23,1020,0,"вражаюче різноманіття - навдивовижу велике різноманіття; нині існуючі види - види, що існують нині; кишечнику - кишківнику",,Остапченко,Людмила,Балан,Павло,Компанець,Тарас,Рушковський,Станіслав,,,,,,,,,,,,
so-so,H,H_Pakharenko_Dramaturhia_i_teatr_2018(1)_June22.txt,Пахаренко,Василь,Драматургія і театр,Українська література 10 клас,,,Київ,Грамота,2018,54-55,607,0,фойє - фоє,,,,,,,,,,,,,,,,,,,,,
so-so,H,H_Pestushko_Heohrafiya_11_klas_Riven_standarty_2019.txt,,,Географія 11 клас. Рівень стандарту,Третинний сектор національної економіки. Сучасні форми просторової організації виробництва товарів і послуг в Україні,,,Київ,Генеза,2019,143-149,990,0,км. – км; за рахунок – внаслідок; економічніший - економніший; іноземними інвесторами з 76 країн світу вкладено - іноземні інвестори з 76 країн світу вклали,,Пестушко,Валерій,Уварова,Ганна,Довгань,Андрій,,,,,,,,,,,,,,
so-so,H,H_Polishchyuk_Virusolohiia_2017.txt,Поліщук,В. П.,Вірусологія,,,,Київ,Компринт,2017,9-11,1007,0,"від ступеню - від ступеня; в звичайних - у звичайних; оперізуючого - оперізувального; прийнято - заведено; Центром з контролю й профілактики захворювань [...] розроблені - Центр із контролю й профілактики захворювань [...] розробив ",,,,,,,,,,,,,,,,,,,,,
so-so,H,H_Pomohaibo_Henetyka_lyudyny_2014_1.txt,,,Генетика людини,,,,Київ,Академія,2014,191-194,711,0,"їхнього хімічного перетворення - їх хімічного перетворення; До першої групи відносяться - До першої групи належать; розробка методів - розроблення методів; більш, ніж - більш ніж; їх неефективність - їхня неефективність; в даний час - зараз;",,Помогайбо,Валентин,Петрушов,Андрій,,,,,,,,,,,,,,,,
so-so,H,H_Pomohaibo_Henetyka_lyudyny_2014_2.txt,,,Генетика людини,,,,Київ,Академія,2014,216-219,964,0,"більш точні та повні - точніші та повніші; для розробки - для розроблення; можливість розробки - можливість розроблення; їх функцію - їхню функцію; провокуючих чинників - провокувальних чинників; займають близько 10 % - становлять близько 10 %; дітей, народжених юними матерями - дітей, що їх народили юні матері; На їх частку припадає - На них припадає; менше 5 - менше ніж 5; оточуючого середовища - довкілля; До хімічних чинників відносяться - До хімічних чинників належать; До біологічних чинників відносяться - До біологічних чинників належать; складає приблизно 50 % - становить приблизно 50 %; крупні - великі; об'єкту - об'єкта; приводить до порушення - призводить до порушення; До гаметопатій відносяться - До гаметопатій належать; генетично обумовлені - генетично зумовлені; До цієї групи відносяться - До цієї групи належать",,Помогайбо,Валентин,Петрушов,Андрій,,,,,,,,,,,,,,,,
so-so,H,H_Pomohaibo_Henetyka_lyudyny_2014_3.txt,,,Генетика людини,,,,Київ,Академія,2014,263-266,798,0,"їх психічної діяльності - їхньої психічної діяльності; Подальші дослідження, проведені російськими фізіологами, показали - Подальші дослідження російських фізіологів показали; їх динамічні прояви - їхні динамічні прояви; із змістовною - зі змістовною; дилему найкраще може вирішити - дилему найкраще може розв'язати; розмежування індивіду - розмежування індивіда; вирішенні питання - розв'язанні питання; зарубіжних - закордонних; у одностатевих - в одностатевих; по основних рисах - за основними рисами; по характеристиках - за характеристиками; їх фізіологічної зрілості - їхньої фізіологічної зрілості; Найближчими місяцями життя - У найближчі місяці життя; прийомних дітей - названих дітей",,Помогайбо,Валентин,Петрушов,Андрій,,,,,,,,,,,,,,,,
so-so,H,H_Popel_Kryklia_Khimia_(1)_2018.txt,,,Хімія (рівень стандарту) : підруч. для 10 кл. закладів загальної середньої освіти,,https://pidruchnyk.com.ua/381-hmya-popel-kriklya-10-klas.html,,Київ,ВЦ «Академія»,2018,10-14,667,0,,,Попель,Павло,Крикля,Людмила,,,,,,,,,,,,,,,,
so-so,H,H_Popel_Kryklia_Khimia_(2)_2018.txt,,,Хімія (рівень стандарту) : підруч. для 10 кл. закладів загальної середньої освіти,,https://pidruchnyk.com.ua/381-hmya-popel-kriklya-10-klas.html,,Київ,ВЦ «Академія»,2018,69-72,384,0,у практичному відношенні - з практичного погляду; Із метою - З метою; добавляють - додають; Їх пари - Їхні пари,,Попель,Павло,Крикля,Людмила,,,,,,,,,,,,,,,,
so-so,H,H_Pyliahina_Osnovy_orhanizatsii_medyko-psykholohichnoi_dopomohy_2020.txt,Пилягіна,Галина,Основи організації медико-психологічної допомоги та сучасний стан медико-психологічної служби в Україні,Медична психологія. Т.1. Загальна медична психологія,,,Вінниця,Нова книга,2020,10-15,1574,0,на прийом до медичного психолога – на консультацію до медичного психолога; незважаючи на - попри; у інших - в інших; вирішення організаційних - розв'язання організаційних; особистісних установок - особистісних настанов; в ході проведення ним  - під час проведення; зростаюче значення – дедалі більше значення; обумовило поширення - зумовило поширення; керуючим центром – керівним центром; їх трудових колективах - їхніх трудових колективах; у ході лікування - під час лікування; в якості психолога-консультанта - як психолог-консультант; науково-дослідницьких - науково-дослідних; вирішення тільки тих завдань - розв'язання тільки тих завдань; достовірних - певних; благополуччя - добробуту,,,,,,,,,,,,,,,,,,,,,
so-so,H,H_Ryvkind_Informatyka_2018.txt,,,Інформатика(рівень стандарту),,,,Київ,Генеза,2018,10-12,1117,0,"зростаюча – дедалі більшою; Вирішення цієї проблеми – Розв’язання цієї проблеми; достовірних - певних; прийоми - засоби; прийомів - засобів; Для того щоб - Для того, щоб; спливаючих вікон – спливних вікна ",,Ривкінд,Йосиф,Лисенко,Тетяна,Чернікова,Людмила,Шакотько,Віктор,,,,,,,,,,,,
so-so,H,H_Savchyn_Khimiya_11_klas_2019.txt,Савчин,Марія,Хімія (рівень стандарту): підручник для 11 класу загальної середньої освіти,,,,Київ,Грамота,2019,92-95,1208,0,Розглянемо - Розгляньмо; тугоплавких - важкотопних; під час виплавки - під час витоплювання; Ознайомимося - Ознайоммося,,,,,,,,,,,,,,,,,,,,,
so-so,H,H_Skrypnyk_Zahalna_tsytolohiya_i_histolohiya_2010.txt,,,Загальна цитологія і гістологія,,,,Київ,"Видавничо-поліграфічний центр ""Київський університет""",2010,9-14,1427,0,"які, до того ж, - які до того ж; композицій із атомів – композицій з атомів; кислот у організмі – кислот в організмі; тривимірна упаковка - тривимірне упаковання; просторова упаковка - просторове упаковання",,Скрипник,Н. В.,Дзержинський,М.Е.,,,,,,,,,,,,,,,,
so-so,H,H_Sobol_Biologia_i_ekologia_11_klas_ 2019.txt,Соболь,Валерій,Біологія і екологія,,,,Кам’янець-Подільський,Абетка,2019,128-130,957,0," відображає - зображає; Зовнішні зв’язки являють собою - Зовнішні зв’язки — це; лімітуючий - обмежувальний; відображають - відбивають",,,,,,,,,,,,,,,,,,,,,
so-so,H,H_Syrotyuk_Fizyka_2018.txt,Сиротюк,Д. В.,Фізика,,,,Київ,Генеза,2018,139-143,1623,0,"їх механічні властивості - їхні механічні властивості; завдання пов'язати - завдання — пов'язати; Розглянемо - Розгляньмо; слідує - йде; Після того як – після того, як; піднімуться вгору – підіймуться; У існуванні - В існуванні; взаємодіючих молекул – молекул, що взаємодіють; порядка – приблизно; домовимося - домовмося",,,,,,,,,,,,,,,,,,,,,
so-so,H,H_Tkachenko_Pediatriya_2010_1.txt,,,Педіатрія. З курсом інфекційних хвороб та основами імунопрофілактики,,,,Київ,ВСВ «Медицина»,2010,251-253,995,0,відмінити - скасувати; прямостоячого - прямостійного,,Ткаченко,Світлана,Поцюрко,Роман,Беш,Леся,,,,,,,,,,,,,,
so-so,H,H_Tkachenko_Pediatriya_2010_2.txt,,,Педіатрія. З курсом інфекційних хвороб та основами імунопрофілактики,,,,Київ,ВСВ «Медицина»,2010,264-267,1104,0,виступаючих - випнутих,,Ткаченко,Світлана,Поцюрко,Роман,Беш,Леся,,,,,,,,,,,,,,
so-so,H,H_Tymkiv_Tehnolohiyi_Derevoobrobka_2010.txt,,,Технології. Деревообробка (Профільний рівень),,http://osvita.ua/doc/files/news/8715/tehnologiy_derevobrobki_profil_tumkiv.pdf,,Львів,Світ,2010,8-12,913,0,переробки – перероблення; перед відправкою – перед відправленням; ресурсозберігаючих – ресурсоощадних; з буку – з бука; заготовці – заготівлі,,Тимків,Б.,Туранов,Ю.,Понятишин,В.,,,,,,,,,,,,,,
so-so,H,H_Usenko_Khirurgia.txt,,,Хірургія: підручник,Загальні питання про хірургію,,,Київ,ВСВ «Медицина»,2010,16-33,2079,0,"прийому – прийняття; асептики і антисептики – асептики й антисептики; найбільш чисте - найчистіше; для того щоб - для того, щоб; планові і екстрені - планові й екстрені; в ході операції - під час операції; вирішення цієї проблеми - розв'язання цієї проблеми; імплантанти - імплантати; крупної - великої; спаяні - злютовані; більше 30% - понад 30%, більше 2000 мл - понад 2000 мл; настойки - настоянки; ємність - місткість; циркулюючої - циркуляційної ",,Усенко,Олександр,Білоус,Ганна,Путинцева,Галина,,,,,,,,,,,,,,
so-so,H,H_Vlasenko_Materialoznavstvo_ta_tehnologia_metaliv_2019.txt,Власенко,Анатолій,Матеріалознваство та технологія металів,,https://lib.imzo.gov.ua/wa-data/public/site/books2/pidrucnnyky-posibnyky-profosvita/Materialoznavstvo_blok-min%20(1).pdf,,Київ,Літера ЛТД,2019,120-124,932,0,теплоємність - тепломісткість; тугоплавкими - важкотопними; Найменшу усадку - Найменше усадження,,,,,,,,,,,,,,,,,,,,,
so-so,H,H_Voloshchuk_Zarubizhna_literatura_2015.txt,ВолощукСлободянюк,ЄвгеніяОлена,Зарубіжна література,,,,Київ,Генеза,2015,6-9,1081,0,Лєрмонтова - Лермонтов; у обох - в обох,,,,,,,,,,,,,,,,,,,,,
so-so,H,H_Yaroshenko_Khimia_10_Klas_2018.txt,Ярошенко,О,Хімія 10 клас Рівень стандарту,,,,,Оріон,2018,13-16,1027,0,достовірні - правдиві; ефірні масла - ефірні олії; їх властивостей - їхніх властивостей; багато уваги приділяв - багато уваги звертав на; їх валентності - їхньої валентності; відображають - показують; незважаючи на - попри; за рахунок - внаслідок,,,,,,,,,,,,,,,,,,,,,
so-so,H,H_Zadorozhnii_Biolohiya_i_Ekolohiya_2019.txt,,,Селекція та біотехнологія,Біологія і екологія,https://lib.imzo.gov.ua/yelektronn-vers-pdruchnikv/11-klas/16-bologya--ekologya-11-klas/bologya--ekologya-proflniy-rven-pdruchnik-dlya-11-klasu-zakladv-zagalno-seredno-osvti--zadorozhniy-k-m-utvska-o-m-leontv-d-v/,,Київ,Ранок,2019,150-152,1217,0,більш ранні - раніші; у інших - в інших; більш простим - простішим; обробка рослин - оброблення рослин; Справа в тому – Річ у тім; підходящих -  підхожих,,Задорожний,Костянтин,Утєвська,Ольга,Леонтьєв,Дмитро,,,,,,,,,,,,,,
so-so,H,H_Zaporozhan_Bioetyka_ta_Biobezpeka_2013.txt,,,Біоетика та біобезпека,,https://files.odmu.edu.ua/lekcii/bioetika.pdf,,Київ,Здоров'я,2013,456,1049,0,знаходиться над мораллю - перебуває над мораллю; Клятва - Присяга; найбільш повною - найповнішою; було зрозуміле й осмислене академіком В. І. Вернадським - зрозумів і осмислив академік В. І. Вернадський; незважаючи на - попри; невід'ємною частиною - невіддільною частиною; спрямована на попередження - спрямована на запобігання,,Запорожан,В.М.,Аряєв,М.Л.,,,,,,,,,,,,,,,,
so-so,H,H_Zasiekina_Zasiekin_Fizyka_i_astronomiia_(prof_riven)_11_klas_2019_1.txt,,,Провідники та діелектрики в електричному полі,Фізика і астрономія (профільний рівень): підручник для 11-го класу,,,Київ,Оріон,2019,20-22,492,0,,,Засєкіна,Тетяна,Засєкін,Дмитро,,,,,,,,,,,,,,,,
so-so,H,H_Zasiekina_Zasiekin_Fizyka_i_astronomiia_(prof_riven)_11_klas_2019_2.txt,,,Електричний струм у газах,Фізика і астрономія (профільний рівень) : підручник для 11-го класу,,,Київ,Оріон,2019,65-67,548,0,вольт – вольтів; Розглянемо схему - Розгляньмо схему,,Засєкіна,Тетяна,Засєкін,Дмитро,,,,,,,,,,,,,,,,
so-so,I,I_Amelina_Dim_dlia_Doma_2017.txt,Амеліна,Вікторія,Дім для Дома,,,,Львів,Видавництво Старого Лева,2017=,384,2179,0,посірілого плафону - посірілого плафона; в квартирі - у квартирі; хтось з прихожан - хтось із парафіян; Олиних - Оліних; прихожан - парафіян; побільше - якомога більше; з креденсу - з креденса; як то - як-от;поближче - ближче; продавщиця - продавчиня,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Andrukhovych_Yurii_Leksykon_intymnykh_mist_2012_1.txt,Андрухович,Юрій,Лексикон інтимних міст,,,,Київ,Майстер книг,2012,480,880,1,,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Andrukhovych_Yurii_Leksykon_intymnykh_mist_2012_2.txt,Андрухович,Юрій,Лексикон інтимних міст,Лексикон інтимних міст,,,Київ,Майстер книг,2012,480,716,1,предостатньо - задосить; пивнушок - пивничок; з афробельгами - з афробельгійцями; к бісовій мамі - до бісової мами,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Andrukhovych_Yurii_Leksykon_intymnykh_mist_2012_3.txt,Андрухович,Юрій,Лексикон інтимних міст,Лексикон інтимних міст,,,Київ,Майстер книг,2012,480,381,1,,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Antypovych_Khronos_2011.txt,Антипович,Тарас," Січень 2044 Афаліандр",Хронос,,,Київ,А-ба-ба-га-ла-ма-га,2011,89-95,1144,0,братів по крові – кровних братів; дальнобійна – далекобійна; за рахунок – шляхом; в ході - під час,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Arieniev_Dushnytcia_2014.txt,Арєнєв,Володимир,Душниця,,https://www.ukrlib.com.ua/books/printitzip.php?tid=15352,,Київ,Видавничий дім “Києво-Могилянська академія”,2014,,2012,0,Металевий присмак - Металічний присмак,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Baidachenko_Nichoho_osobystoho_2010_June22.txt,Байдаченко,Настя,Епізод 1,Нічого особистого,,,,Факт,2010,4-11,1581,0,вуайєризм – вуаєризм; вуайеристи – вуаєристи; у даному випадку – у такому випадку;будь якими – будь-якими; альстрамерії – аль-страмерії; носогубних – носо-губних; безкінечних проектів – нескінченних проєктів; за суттю – по суті; відмінити – скасувати;,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Baidak_Tini_nashyh_pobachen_2017.txt,Байдак,Іван,Гештальт," Тіні наших побачень ",,,Харків,Vivat,2017,10-16,1214,0,Закулісних - Залаштункових,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Batu_Francheska_Povelytelka_traiektorii_1_2019.txt,Бату,Дорж,Франческа. Повелителька траєкторій,,,,Львів,Видавництво Старого Лева,2019,62-66,953,0,по вихідних – щовихідних;  жестикулює руками – жестикулює,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Batu_Francheska_Povelytelka_traiektorii_2_2019.txt,Бату,Дорж,Франческа. Повелителька траєкторій,,,,Львів,Видавництво Старого Лева,2019,159-164,1043,0,"до черешка - до ніжки; на дольки - на часточки; процес посадки - процес приземлення; біля 1,5 км/с – близько 1,5 км/с; зворотнім курсом – зворотним курсом; Апеніни – Апенніни",,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Belimova_Nenadislanyi_lyst_Prymadonni_2018.txt,Белімова,Тетяна,Невідісланий лист Примадонні,"Львів, пані, панянки",,,Київ,Клуб сімейного дозвілля,2018,9-17,2050,1,роблять вигляд - удають; Навчаються музиці - навчаються музики; Безкінечні - Нескінченні; Один час - Свого часу,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_But_ Lysty_z_toho_svitu_1_2014.txt,Бутенко,Сергій,Листи з того світу,,,,Київ,Клуб Сімейного Дозвілля,2014,11-15,1055,0,опиратися на факти - спиратися на факти; опирався лише на достовірні факти – спирався на перевірені факти,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_But_ Lysty_z_toho_svitu_2_2014.txt,Бут,Сергій,Листи з того світу,,,,Київ,Клуб Сімейного Дозвілля,2014,,1019,0,"Справа в тому – річ у тому/річ у тім; палаючих свічок – свічок, що палали",,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Chapai_ Ponaikhaly_2015.txt,Чапай,Артем,Понаїхали,,,,Київ,Нора-Друк,2015,5-10,1025,0,піднімали – підіймали; Два підлітка - Два підлітки; молодше за свій вік - молодшим за свій вік; більше тридцяти п'яти - понад тридцять п'ять; металобрухт – металолом,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Chekh_Tochka_nul_1_2018.txt,Чех,Артем,Точка нуль,,,,Харків,Vivat,2018,38-49,1781,0,"порціонно - порційно; заживлюємо - заживляємо; позаминулорічного - позаторішнього; Массандрою - Масандрою; металобрухт - брухт; згущенка - згущівка; Так само, як - Так само як; тушонки - тушкованки; тушонки і дві - тушонки й дві; вирішення будь-якої проблеми - розв'язання будь-якої проблеми; вирішує всіх проблем - розв'язує всіх проблем",,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Chekh_Tochka_nul_2_2018.txt,Чех,Артем,Точка нуль,,,,Харків,видавництво Vivat,2018,115-117,397,0,портянки - онучі,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Chub_Ilaria_iluzia_2013(zabahato_dialogu).txt,Чуб,Ігор,"Іларія, ілюзія",,,,Львів,Апріорі,2013,17-21,1072,0,корчівник;  Петя-банкір; пооформляєте;,"  жона; перекашляти; мільйончик; ",,,,,,,,,,,,,,,,,,,,
so-so,I,I_Chupa_Akvarium_2015.txt,Чупа,Олександр,Акваріум,,,,Харків,Віват,2015,10-16,1376,1,де би - де б; оволоділа - заволоділа; повертаючись назад - повертаючись; розвитку і особливо - розвитку й особливо;  продуктів харчування - харчових продуктів,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Denysenko_Nova_stara_baba_1_2013(pomylky).txt,Денисенко,Лариса,Нова стара баба,,,,Харків,Книжковий Клуб «Клуб Сімейного Дозвілля»,2013,28–32,853,0,"більш мудрими - мудрішими; невід’ємне - невіддільне, невідокремне; недотягували - не дотягували",Вятлаг – В’ятський табір у системі ГУЛАГ; мужчину - розм.,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Deresh_2_Ostannia_liubov_Asury_Maharadzha_2013(pomylky).txt,Дереш,Любко,Остання любов Асури Махараджа,,,,Київ,Нора-Друк,2013,7-11,754,0,значне суспільне становище - високе суспільне становище; їх роботи - їхньої роботи; їх наукової роботи - їхньої наукової роботи; скорпіонячі - скорпіонові; їх наука - Їхня наука,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Deresh_Myrotvorets_2013(3).txt,Дереш,Любко,Миротворець,,,,Львів,Кальварія,2013,8-12,2147,1,по святах - на свята; на повному серйозі - цілком серйозно; здавати іспити - складати іспити; Австро-Угорська  - австро-угорська; поставивши Лянґе у приклад  - поставивши Лянґе за взірець; користувався нечуваною популярністю - був нечувано популярний; тим не менше - однак; умиротвореності - умиротворення; рівно як - як; годину у спортивній - годину в спортивній; відмітив - відзначив,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Dochynets_Svitovan(2)_2014(hrunt_dialektyzmy_zamalyi_uryvok).txt,Дочинець,Мирослав,Світован. Штудії під небесним шатром,,,,Мукачево,Карпатська вежа,2014,123,276,0," грунт - ґрунт"," новинарями; моквою, моква - Низина, залита водою; хмароту ; кушпелять, кушпелити - Здіймати куряву; окремішнє, окремішній - Те саме, що окремий;",,,,,,,,,,,,,,,,,,,,
so-so,I,I_Dochynets_Svitovan_2014(zabahato_dialohu).txt,Дочинець,Мирослав,Світован. Штудії під небесним шатром,,,,Мукачево,Карпатська вежа,2014,14-17,893,0," ""більше одного - більш ніж одного"" ",,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Drozdov_№1._Roman_vybukh_1_2016.txt,Дроздов,Остап,,№1. Роман-вибух,,,Львів,Видавництво Анетти Антоненко,2016,5-9,1120,1,вихід із кокону - вихід із кокона; підтрісувати - підтрушувати; ахті цікаво - аж так цікаво; у глиб - углиб,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Drozdov_№1._Roman_vybukh_2_2016.txt,Дроздов,Остап,,№1. Роман-вибух,,,Львів,Видавництво Анетти Антоненко,2016,9-13,988,1,зі стелажами папок - зі стелажами тек; грядуть карколомні події - наближаються карколомні події; рум’янця - рум’янцю; 25-ти батьків - 25 батьків; безкоштовний - безплатний,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Dyachenko_Stokrat_2013(too much dialogue).txt,,,Стократ,,,,Харків,Folio,2013,121-128,1997,0,поруч з Джмелем - поруч із Джмелем; ополченець - ратник,,Дяченко,Марина,Дяченко,Сергій,,,,,,,,,,,,,,,,
so-so,I,I_Dziuba_Kirsanov_Pozyvnyi_Banderas_1_2018.txt,,,Позивний «Бандерас»,,,,Харків,Ранок,2018,38-41,779,0,,,Дзюба,Сергій,Кірсанов,Артемій,,,,,,,,,,,,,,,,
so-so,I,I_Dziuba_Kirsanov_Pozyvnyi_Banderas_2_2018.txt,,,Позивний «Бандерас»,,,,Харків,Ранок,2018,3-5,449,0,"Насправді, усі – Насправді усі; хоча, насправді, йому - хоча насправді йому",,Дзюба,Сергій,Кірсанов,Артемій,,,,,,,,,,,,,,,,
so-so,I,I_Dziuba_Kirsanov_Pozyvnyi_Banderas_3_2018.txt,,,Позивний «Бандерас»,,,,Харків,Ранок,2018,75-78,839,0,"військовими і селянами – військовими й селянами; так само, як і я - так само як і я",,Дзюба,Сергій,Кірсанов,Артемій,,,,,,,,,,,,,,,,
so-so,I,I_Fialko_Obirvana_struna_2016.txt,Фіалко,Ніна,Обірвана струна,,,,Тернопіль,Навчальна книга - Богдан,2016,3-10,2076,0,"вникала – заглиблювалась; сферах – це - сферах, – це",,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Horikha_Zernya_Dotsia_1_2019.txt,Горіха Зерня,Тамара,Доця,,,,Київ,Білка,2019,20-22,588,0,,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Horikha_Zernya_Dotsia_2_2019.txt,Горіха Зерня,Тамара,Доця,,,,Київ,Білка,2019,31-33,543,0,безкінечної – нескінченної,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Horovyi_Hen_voyina_2014(zabahato_dialohu).txt,Горовий,Руслан,Ген воїна,Ген воїна,,,Львів,Кальварія,2014,104-108,834,0,,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Hranetska_Tilo_1_2013(perevyshchennia_limitu-vzhe ye 2 fragmenty).txt,Гранецька,Вікторія,Тіло™,,,,Харків,Книжковий Клуб «Клуб сімейного дозвілля»,2013,18–21,825,0,"місцезнаходження — місцеперебування; перевалочного — перевалкового; парковка — стоянка, паркінг; справдешніми — правдешніми",,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Hranetska_Zhyttia_yak_dyvo_2011_June22.txt,Гранецька,Вікторія,Життя як диво,МАНТРАОМАНА,,,Харків,Клуб сімейного дозвілля,2011,11-17,1623,0,"лякаюче-глибоким – лякаюче глибоким; непрохано-запрошених – непроханих; втой час як – в той час, як; оцінюючим – що оцінює; пирковку – парковку;",,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Hrymych_Ostriv_biloi_sovy_2010.txt,Гримич,М.,Острів білої сови,,,,Київ,Дуліби,2010,10-13,1508,0,прихожан - парафіян; дурацький - дурний; дурацьких - безглуздих; получилася - вдалася; Прихожани - Парафіяни; від Штурвалу - від Штурвала; дурочку - дурненьку; більше року - понад рік,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Humeniuk_Kvity_na_snihu_2018.txt,Гуменюк,Надія,Квіти на снігу,,,,Київ,Клуб Сімейного Дозвілля,2018,25-28,1235,0,форзацем - форзацом; крупних купюр - великих купюр,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Ilyukha_Nebolovy_2016_June22.txt,Ілюха,Юлія,Неболови,,,Метросіті,Харків,Віват,2016,16-22,2131,0,"металевоскляних – металевоскляних; університеті і - університеті й; нізвідки і - нізвідки й; так само, як - так само як; виборі і - виборі й; метросіті – метро сіті; до палаючих щік – до щік, що палали",,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Ivantsova_Zhyvi_knyhy_2013.txt,Іванцова,Міла,Живі книги,,,,Харків,,2013,,1926,0,вирішує проблеми - розв'язує проблеми; перил - поручнів; не кричущим - некричущим,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Ivanychuk_Torhovytsia_2013(3).txt,Іваничук,Роман,Торговиця,,,,Харків,Фоліо,2013,108-112,1722,0,вівтірок - вівторок; полакомиться - поласує; покуті - покутті; вихопився із свого - вихопився зі свого; прийому - прийняття,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Izdryk_AM™_Yak_dosiahty_bezsmertia_v_domashnikh_umovakh_1_2010.txt,Іздрик,Юрко,AM™.Як досягти безсмертя в домашніх умовах,,,,Харків,Клуб сімейного дозвілля,2010,50-59,1022,0,вірогідніше - ймовірніше; труду - труда,,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Izdryk_AM™_Yak_dosiahty_bezsmertia_v_domashnikh_umovakh_2_2010.txt,Іздрик,Юрко,AM™.Як досягти безсмертя в домашніх умовах,,,,Харків,Клуб сімейного дозвілля,2010,50-59,1048,1,"прихожани - парафіяни; перформенс - перформанс; власне кажучи - власне кажучи,; безцінний - неоціненний; гроссмейстер - гросмейстер",,,,,,,,,,,,,,,,,,,,,
so-so,I,I_Kalytko_Zemlya_zahublenykh_2017.txt,Калитко,Катерина,Земля загублених,,,,Львів,Видавництво Старого Лева,2017,35-42,1872,0," пустотілий – порожнистий; обрушилася – завалилася",,,,,,,,,,,,,,,,,,,,,
